10200,0.006993971
103,0.00620155
10,0.02
101,0.003839026
101000,0.004500927
1010000,0.007942812
102,0.04
1020,0.004103786
1030,0.004103786
10300,0.004500927
1,0.007570727
1010,0.009430203
10100,0.009828663
2,9999
21,0.005822567
210,0.00620155
2101,0.006614987
2102,0.006614987
22,0.005822567
2200,0.006614987
22000,0.006993971
220000,0.012713178
23,9999
230,9999
2300,9999
23001,9999
230011,0.006614987
2300110,0.006993971
230012,0.006993971
23002,0.006614987
21010,0.007942812
21020,0.004500927
220,0.003839026
23001100,0.004500927
230020,0.004500927
23002000,0.007942812
2300120,0.009828663
2300200,0.009828663
32000,0.006614987
320000,0.006993971
3,0.003309505
31,0.003574265
310,0.04
32,0.003574265
32000000,0.004500927
3100,0.009430203
320,0.008766104
3200,0.009430203
3200000,0.009828663
320000000,0.009828663
40200,0.006993971
403,0.00620155
4,9999
40,9999
401,9999
4010,9999
4020000,0.007942812
40300,0.004500927
402,0.008766104
4020,0.009430203
402000,0.009828663
4030,0.009430203
403000,0.017930668
5110000,0.012713178
512,0.00620155
5120,0.009430203
51200,0.006614987
52010,0.006993971
520200,0.006993971
5202000,0.012713178
51,0.006993971
5110,0.012
511000,0.004500927
512000,0.004500927
5120000,0.004500927
52,9999
520,9999
5201,0.012
5202,9999
5203,9999
52030,9999
520300,9999
5203000,9999
52030000,9999
5,9999
511,0.008367645
51100,0.009430203
52020,0.009828663
610,0.00620155
61,0.008
6100,0.04
61000,0.004103786
6200,0.004103786
6,0.007570727
610000,0.009828663
6100000,0.017930668
62,0.008367645
620,0.008766104
62000,0.009828663
620000,0.017930668
